Id,ImageURL,UnitPrice,Category1,Category2,Category3,Name,Description,ProductSKU,LongDescription
q27000003605337AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122962BHK-0.jpg,22,gear,cycling,lights,Planet Bike Spok USB Bike Headlight,,,"<ul> <li>High-output, surface-mounted LED provides steady, Courtesy™ and Superflash™ modes</li><li>FL1 tested run times: 5 hrs. (steady—20 lumens), 8 hrs. (Courtesy™—6-18 lumens) and up to 26 hrs. (Superflash™—20 lumens)</li><li>Side cut outs provide 270° of visibility</li><li>Dust and water resistance rated to IP54 standard</li><li>270 mAh lithium polymer battery charges in 2hours with micro-USB cable (included)</li><li>Diminutive size and fast mounting rubber strap mounts to multiple mounting locations in seconds without tools</li><li>25 grams</li> </ul>"
q27000003605338AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122963A7B-0.jpg,40,gear,cycling,lights,Planet Bike Spok Front and Rear USB Bike Light Set,,,"<ul> <li>Flexible mounting system secures the lights to your helmet, bars, seatpost and a ton of other places to help keep you illuminated</li><li>High-output, surface-mounted LEDs provide steady, Courtesy™ & Superflash™ modes</li><li>FL1 tested run times for headlight: 5 hrs. (steady—20 lumens), 8 hrs. (Courtesy™—6-18 lumens) and up to 26 hrs. (Superflash™—20 lumens)</li><li>FL1 tested run times for taillight: 4.5 hrs. (steady—5 lumens), 7 hrs. (Courtesy™—1.5-4.5 lumens) and up to 22 hrs. (Superflash™—5 lumens)</li><li>Side cutouts provide 270° of visibility</li><li>Dust and water resistance rated to IP54 standard</li><li>270 mAh lithium polymer battery charges in 2 hrs. with micro-USB cable (included)</li><li>Diminutive size and fast-mounting rubber strap mounts to multiple mounting locations in seconds without tools</li><li>Each light weighs 25 grams</li> </ul>"
q27000003605339AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122964A65-0.jpg,22,gear,cycling,lights,Planet Bike Spok USB Taillight,,,"<ul> <li>High-output, surface-mounted LED provides 3 different modes</li><li>FL1 tested run times: 4.5 hrs. (steady—5 lumens), 7 hrs (Courtesy™1.5-4.5 lumens) and up to 22 hrs. (Superflash™—5 lumens)</li><li>Side cutouts provide 270° of visibility</li><li>Dust and water resistance rated to IP54 standard</li><li>270 mAh lithium polymer battery charges in 2 hrs. with micro-USB cable (included)</li><li>Diminutive size and fast mounting rubber strap mounts to multiple mounting locations in seconds without tools</li><li>25 grams</li> </ul>"
q27000003605340AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122965AC8-0.jpg,15,gear,cycling,bottles & cages,Planet Bike Air 18 Water Bottle Cage,,,"<ul> <li>Cold-forged, single-body aluminum construction</li><li>Tapered arms for easy water bottle access</li><li>Bolt-on mounting</li><li>Weight: 18 grams</li> </ul>"
q27000003605341AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122966AC8-0.jpg,10,gear,cycling,bottles & cages,Planet Bike Sideload Left Water Bottle Cage,,,"<ul> <li>Cold-forged, single-body aluminum construction</li><li>Perfect for smaller frames and compact frame geometries</li><li>Bolt-on mounting</li><li>Weight: 41 grams</li> </ul>"
q27000003605342AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122967BA1-0.jpg,15,gear,cycling,bottles & cages,Planet Bike Stainless Water Bottle Cage,,,<ul> <li>4.5mm tubular 304 stainless steel construction</li><li>Natural brushed stainless finish</li><li>Bolt-on mounting</li><li>Weight: 44g</li> </ul>
q27000003605343AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122968AC8-0.jpg,25,gear,cycling,locks,Hiplok Z Lok Combo Lock,,,<ul> <li>Adjustable length with 44cm strap lets you keep items of all sizes secure</li><li>Combination dials are resettable and help provide personalized protection measures</li><li>Ergonomic release button quickly locks and unlocks for additional security</li><li>Metal lock body and steel core offer durability</li> </ul>
q27000003605344AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122969AC8-0.jpg,20,gear,cycling,tools,Lezyne Tubeless Patch Kit,,,<ul> <li>Machined aluminum storage tube doubles as a handle</li><li>Resupply with the Tubeless Plug Refill (sold separately)</li> </ul>
q27000003605371AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122975AC8-0.jpg,250,gear,cycling,computers,Garmin Edge Explore Bike Computer,,,"<ul> <li>High- resolution, glove- and rain-friendly 3 in. touch screen is visible even in direct sunlight</li><li>Preloaded Garmin Cycle Map offers turn-by-turn navigation and popularity routing so you can find the on- and off-road routes most-traveled by cyclists</li><li>Built-in GPS tracks how far, how fast, how high and where you ride</li><li>Compatible with ANT+™ technology enabled sensors for monitoring heart rate, bike speed, bike cadence and more</li><li>Pair with your compatible smartphone to use LiveTrack and GroupTrack, smart notifications, rider-to-rider messaging and built-in incident detection</li><li>Compatible with Android phones running 4.4 OS or later and Bluetooth 4.0 or later; iPhone, iPad or iPod touch running iOS 10.0 or later</li><li>Compatible with Varia™ cycling awareness devices (all sold separately), including smart bike lights and rearview radar to detect cars and alert drivers</li><li>Download free apps, widgets and data fields from the Garmin Connect IQ™ store</li> </ul>"
q27000003605372AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122976A65-0.jpg,30,gear,cycling,lights,Nite Ize Radiant 125 Rechargeable Bike Taillight,,,"<ul> <li>Featured modes include a spot, a COB (chip on board) LED flood and an eye-catching day-safe flash mode that alternates between the two for day and night visibility</li><li>USB-rechargeable: easily recharge it over and over at home or at work</li><li>Grippy rubber back provides secure mounting</li><li>Includes 2 sets of durable silicone attachment bands that allow you to mount horizontally or vertically and are easy to remove; integrated hooks hold bands securely in place</li><li>Run times: 2 hrs. 40 min. on spot (53 lumens); 3 hrs. 20 min. on flood (26 lumens); 2 hrs. 40 min. on day-safe flash (53 lumens)</li><li>Recharges in approximately 1.5 hrs.</li><li>Battery indicator light on button to easily track battery life</li> </ul>"
q27000003605399AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122982AFM-0.jpg,55,gear,cycling,computers,K-EDGE Garmin/Wahoo Race Mount,,,"<ul> <li>Manufactured by K-EDGE to be compatible with Garmin 820, 520, 510, 500, 25, 20 and Wahoo Bolt, Mini (sold separately)</li><li>Dual compatibility means that if you switch your bike computer brand from Garmin to Wahoo, or vice versa, you can still use the same K-EDGE mount</li><li>Fits 31.8mm handlebars</li><li>Hinge design makes mounting simple</li><li>A durable mount you can move from bike to bike</li><li>CNC machined 6061-T6 aluminum mount; anodized color</li><li>Replaceable Garmin or Wahoo copolymer plastic definitive click insert is designed to break in a crash to protect the tabs on the back of the computer body</li><li>Aluminum parts covered by K-EDGE lifetime warranty; contact K-EDGE to purchase a replacement plastic insert in case of crash or breakage</li> </ul>"
q27000003605400AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122983AFM-0.jpg,30,gear,cycling,computers,K-EDGE Garmin/Wahoo Sport Mount,,,"<ul> <li>Designed and manufactured by K-EDGE to be compatible with Garmin 820, 520, 510, 500, 25, 20, Wahoo Bolt, Mini; not combo (camera/light underneath) compatible</li><li>Dual compatibility means that if you switch your bike computer brand from Garmin to Wahoo, or vice versa, you can still use the same K-EDGE mount</li><li>Fits 31.8mm handlebars</li><li>CNC machined 6061-T6 aluminum mount provides strength and quality; hidden 2-bolt mounting design</li><li>Replaceable Garmin or Wahoo copolymer plastic insert is designed to break in a crash to protect the tabs on the back of the computer body</li><li>Aluminum parts covered by K-EDGE lifetime warranty; contact K-EDGE to purchase a replacement plastic insert in case of crash or breakage</li> </ul>"
q27000003605401AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122984AFM-0.jpg,40,gear,cycling,computers,K-EDGE Garmin/Wahoo Adjustable Stem Mount,,,"<ul> <li>Compatible with most Garmin and Wahoo bike computers so you can securely track your rides; note: some larger sized computers will not always work with a steep angled stem</li><li>Dual compatibility means that if you switch your bike computer brand from Garmin to Wahoo, or vice versa, you can still use the same K-EDGE mount</li><li>6061-T6 CNC aluminum mount delivers strength and quality for a reasonable price</li><li>Mount replaces a standard 5mm spacer atop your stem and is adjustable for a wide variety of stem angles; can be used with positive or negative degree stem angles</li><li>Replaceable Garmin or Wahoo copolymer plastic definitive click insert is designed to break in a crash to protect the tabs on the back of the computer body</li><li>Aluminum parts covered by K-EDGE lifetime warranty; contact K-EDGE to purchase a replacement plastic insert in case of crash or breakage</li> </ul>"
q27000003605402AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5122985AFM-0.jpg,65,gear,cycling,computers,K-EDGE Garmin/Wahoo XL Combo Mount,,,"<ul> <li>Designed and manufactured by K-EDGE to be compatible with all Garmin and Wahoo bike computers, big and small; also ideal for action cameras (including GoPro) and lights</li><li>Dual compatibility means that if you switch your bike computer brand from Garmin to Wahoo, or vice versa, you can still use the same K-EDGE mount</li><li>6061-T6 CNC aluminum mount delivers strength and quality for a reasonable price</li><li>Securely mounts action camera or light out of sight and underneath computer</li><li>Anodized coating provides durability and corrosion resistance </li><li>Hinged clamp design makes installation easy</li><li>Replaceable Garmin or Wahoo copolymer plastic definitive click insert is designed to break in a crash to protect the tabs on the back of the computer body</li><li>Aluminum parts covered by K-EDGE lifetime warranty; contact K-EDGE to purchase a replacement plastic insert in case of crash or breakage</li> </ul>"
q27000003626481AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123064A9V-0.jpg,9,gear,cycling,lights,Serfas Apollo Headlight,,,<ul> <li>2 CR2032 batteries last up to 150 hrs.</li><li>Fits bars with diameters up to 40mm</li> </ul>
q27000003626482AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123065A9V-0.jpg,9,gear,cycling,lights,Serfas Apollo Taillight,,,<ul> <li>2 CR2032 batteries last up to 150 hrs.</li><li>Fits bars with diameters up to 40mm</li> </ul>
q27000003626483AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123066A9V-0.jpg,15,gear,cycling,lights,Serfas Apollo USB Headlight,,,<ul> <li>USB-rechargeable lithium battery lasts up to 150 hrs. on a single charge</li><li>Fits bars with diameters up to 40mm </li> </ul>
q27000003626484AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123067AC8-0.jpg,27.5,gear,cycling,lights,Serfas E-Lume 250 Lumen Headlight,,,<ul> <li>Aluminum body and IPX4 weather resistance ensure durability</li><li>3-level battery indicator</li><li>Mode memory</li><li>Included bracket fits up to 31.8mm bars</li> </ul>
q27000003626485AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123068A9V-0.jpg,15,gear,cycling,lights,Serfas Apollo USB Taillight,,,<ul> <li>USB-rechargeable lithium battery lasts up to 150 hrs. on a single charge</li><li>Fits seat posts and other bars with diameters up to 40mm</li> </ul>
q27000003626486AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123069AC8-0.jpg,24,gear,cycling,lights,Serfas Phoenix Magnetic Rear Bike Helmet Light,,,<ul> <li>Integrated USB charger with charge indicator light</li><li>Magnetic retention system makes light easy to remove for charging</li> </ul>
q27000003626508AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123070A9V-0.jpg,27,gear,cycling,lights,Serfas Apollo USB Combo Headlight and Taillight Set,,,<ul> <li>USB-rechargeable lithium battery lasts up to 150 hrs. on a single charge</li><li>Both lights fits bars and seatposts with diameters up to 40mm</li> </ul>
q27000003626509AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123071AC8-0.jpg,46.5,gear,cycling,lights,Serfas ESC-250 E-Lume Combo 250/15 Front and Rear Bike Light Set,,,"<ul> <li>Headlight features a maximum light output of 250 lumens; taillight features a maximum light output of 15 lumens</li><li>On high mode, the headlight battery lasts up to 2.5 hrs. and the taillight battery lasts up to 2 hrs.</li><li>On low mode, the headlight battery lasts up to 7 hrs. and the taillight battery lasts up to 4.5 hrs.</li><li>On flashing mode, the headlight battery lasts up to 18 hrs. and the taillight battery lasts up to 14.5 hrs.</li><li>Covered by a Serfas limited lifetime warranty</li> </ul>"
q27000003626510AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123072A9V-0.jpg,70,gear,cycling,lights,Serfas TBC-1 Thunderbolt 2.0 Headlight and Taillight Combo,,,"<ul> <li>Super bright LED strip creates a nondirectional flood of light</li><li>Headlight features a maximum light output of 120 lumens; taillight features a maximum light output of 50 lumens</li><li>Daytime flash modes</li><li>On flash mode, USB-rechargeable batteries lasts up to 23 hrs. for the headlight and 19.5 hrs. for the taillight</li><li>Covered by a Serfas limited lifetime warranty</li> </ul>"
q27000003626513AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123075A1Z-0.jpg,3.95,gear,cycling,tools,Eclypse Eclypse Patch 'Em Up Patch Kit,,,<ul> <li>Convenient size fits in a saddle bag or pocket</li> </ul>
q27000003626514AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123076AC8-0.jpg,99.95,gear,cycling,tools,Eclypse Repair Stand,,,<ul> <li>Stable 3-leg base</li><li>Removable tool tray</li><li>360° quick clamp with cam-lock</li> </ul>
q27000003626516AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123078AAN-0.jpg,63.99,gear,cycling,tools,Feedback Sports Range Torque Wrench Ratchet Combo,,,"<ul> <li>Includes 14 of the the most commonly used Phillips, Hex and Torx bits, ranging from 2Nm to 10Nm</li><li>Torque wrench ratchet combo allows loosening of fasteners without damaging the torque setting function; includes the most common sizes for modern bikes</li><li>Made of S2 steel for superior durability and housed in a slim, protective case; compact size is optimized for travel</li><li>Organized setup helps you keep everything where it needs to be</li><li>Easy to recalibrate back to 0</li> </ul>"
q27000003626578AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123098A9V-0.jpg,34,gear,cycling,pumps,Portland Design Works Ninja Mini Pump with CO2 Inflator,,,<ul> <li>Compatible with both Presta and Schrader valves; control knob allows you to easily regulate the flow of CO2 to ensure a perfect pressure</li><li>Durable full alloy construction</li><li>Composite pump mount fits under bottle cage</li><li>Portland Design Works offers a lifetime warranty</li> </ul>
q27000003626579AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123099A1Z-0.jpg,22,gear,cycling,tools,Portland Design Works Tiny Object Presta CO2 Inflator,,,<ul> <li>Use the control knob to dial in the perfect pressure while the included leather sleeve protects your hands from frosty CO2 cartridges</li><li>Full-grain leather sleeve is vegetable tanned and conditioned with natural oils and waxes</li><li>Presta valve compatible</li><li>Covered by a Portland Design Works lifetime warranty</li> </ul>
q27000003627252AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123100A3Q-0.jpg,60,gear,cycling,locks,OTTO DesignWorks OTTOLOCK Cinch Lock - 18 in.,,,"<ul> <li>3 stainless-steel bands and 4 layers of Kevlar® make it very cut-resistant yet flexible</li><li>Smash-proof zinc head holds a 3-dial combination lock that's resettable as needed</li><li>Cinching design allows you to use it on various equipment including bikes, coolers, kayaks and luggage</li><li>Chip-resistant Cerakote® paint and Santoprene® plastic will not scuff or harm finishes</li><li>Weighs just over 5 oz. (145g), coils up small and stows easily; fits in a jersey pocket</li><li>Made in Portland, Oregon</li><li>OTTOLOCK is not a replacement for a U-Lock: For maximum security, use a redundant locking method with both a U-Lock and a secondary lock</li> </ul>"
q27000003627351AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123136AC8-0.jpg,60,gear,cycling,lights,Nite Ize Radiant 750 Rechargeable Bike Light,,,"<ul> <li>Bike light easily recharges via included micro-USB charging cord in approximately 3.5 hrs.; button has battery indicator light</li><li>High, low and day-safe flash modes let you customize your illumination</li><li>Included tool-free wristwatch-style mounting strap allows you to slide light on and off handlebars; mount has a swivel feature, letting you aim the light as needed</li><li>Easily converts to a powerful helmet light with included adjustable universal helmet mount strap</li><li>Durable and weather-resistant construction lets you get outside in fickle weather</li><li>Run times: 2 hrs. 20 min. on high; 17 hrs. 20 min. on low; 2 hrs. 30 min. on day-safe flash mode</li><li>Angled lens provides optimal beam for cycling use</li> </ul>"
q27000003627384AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123148A1Z-0.jpg,9.59,gear,cycling,tools,Feedback Sports T-Handle Wrench,,,<ul> <li>Wrench is compact and bicycle specific</li><li>S2 steel construction offers professional-grade durability</li><li>Covered by Feedback Sports limited lifetime warranty</li> </ul>
q27000003627385AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123149A1Z-0.jpg,12.39,gear,cycling,tools,Feedback Sports 3-Piece Screwdriver Set,,,"<ul> <li>Includes #0 Phillips/crank-arm cap tool, #2 Phillips screwdriver and 6mm flathead screwdriver</li><li>Magnetic tips make working with small screws in hard-to-reach locations much easier</li><li>File tread grip on handle ensures it won't slip out of your hand</li><li>CRV tool steel</li><li>Covered by Feedback Sports limited lifetime warranty</li> </ul>"
q27000003627407AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123150A1Z-0.jpg,28.79,gear,cycling,tools,Feedback Sports Cassette Pliers,,,<ul> <li>Compatible with multi-gear cassettes (up to 12 speeds)</li><li>File tread grip on handle ensures it won't slip out of your hand</li><li>Forged steel construction offers durability and longevity</li><li>Covered by Feedback Sports' limited lifetime warranty</li> </ul>
q27000003627408AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123151A1Z-0.jpg,28.79,gear,cycling,tools,Feedback Sports Chain Pin Press Tool,,,<ul> <li>Compatible with 1 to 12-speed Shimano®- and SRAM®-style chains</li><li>Spring loaded retainer keeps the chain in place during use</li><li>Cast steel construction</li><li>Covered by Feedback Sports limited lifetime warranty</li> </ul>
q27000003627412AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123155AC8-0.jpg,13,gear,cycling,lights,Light & Motion Helmet Mount,,,<ul> <li>Universal fit secures into helmet vent holes</li><li>lightweight design offers distraction-free feel</li><li>Hook-and-loop strap can be adjusted and cut to length for proper setup</li> </ul>
q27000003627413AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123156AC8-0.jpg,64.95,gear,cycling,computers,CatEye Quick Cyclocomputer,,,"<ul> <li>Inverted LCD screen on an integrated out-front bracket can be read at a glance</li><li>Mode button lets you see current/average/max speed, trip/total distance, moving time and clock</li><li>Auto start/stop</li><li>Programmable odometer</li><li>Battery indicator</li> </ul>"
q27000003627414AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123157AEU-0.jpg,34.95,gear,cycling,lights,Knog Plus Light Twin Pack,,,"<ul> <li>Mount the lights to your handlebar, fork, seatpost or seatstay, or use the integrated wearable clip to attach the light to your shirt pocket or panniers</li><li>With an output of 40 lumens at the front and 20 lumens at the rear and a runtime of up to 20 hrs. in eco flash, it ensures you're well seen</li><li>Remove the light from the magnetic mount and clip it onto your shirt, shorts, socks or bags using the integrated wearable clip</li><li>Light modes include steady, pulse, strobe, fancy flash, eco flash</li><li>No charging cable required—lights plug directly into USB ports and are designed to be exposed to the elements</li><li>USB rechargeable lithium polymer battery fully charges in 4 hrs.; LED turns off when fully charged</li><li>Toolless removable silicone straps for bars/seat posts 22-32mm+ diameter with magnetic mount; fits oversize bars and aero seatposts</li><li>Efficient Chip on Board (COB) LED is designed to provide maximum brightness level for up to 90% of the battery burn time for each mode</li><li>IP67 tested and 100% waterproof against the elements</li><li>Longer button push for on (0.75 sec.) prevents accidental turn on; short presses switch modes continuously</li><li>Include 4x interchangeable straps for bars/seatposts 22-27mm / 28-32mm+ and magnetic mount</li> </ul>"
q27000003627415AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123158A1Z-0.jpg,44.95,gear,cycling,tools,Topeak Nano TorqBox X Socket,,,"<ul> <li>Torque range adjusts from 2 to 6Nm</li><li>3, 4 and 5mm Allen bits; T20 and T25 Torx® bits</li><li>Includes a carry case</li> </ul>"
q27000003627416AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123159A1Z-0.jpg,54.95,gear,cycling,tools,Topeak Nano TorqBar X Torque Wrench,,,"<ul> <li>Torque range adjusts from 2 to 6Nm</li><li>3, 4 and 5mm Allen bits; T20 and T25 Torx® bits</li><li>Integrated compartment carries two bits for easy access and portability during rides</li><li>Includes a carry case</li> </ul>"
q27000003627438AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123160A1Z-0.jpg,34.95,gear,cycling,tools,Topeak Ninja 16+ Multi-Tool,,,"<ul> <li>2, 2.5, 3, 5 and 8mm folding Allen wrenches; 2.5/4mm L-type Allen wrench</li><li>6mm hex tool bit</li><li>For added leverage, the 6mm hex tool bit fits onto 2.5/4mm L-wrench, which fits into the 4mm hex socket at the end of the folding 8mm wrench</li><li>T10, T15 and T25 Torx® wrenches</li><li>#2 Phillips and standard screwdrivers</li><li>14G / 15G spoke wrenches</li><li>Chromoly steel chain tool and chain hook</li> </ul>"
q27000003627439AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123161AC8-0.jpg,34.95,gear,cycling,pumps,Topeak Mountain DA G Minipump,,,"<ul> <li>Dual-Action pump head adds air on the push and the pull, saving time and effort; 82cc volume per stroke on push and pull</li><li>Pump head accommodates Presta, Schrader and Dunlop valves; integrated dust cap helps keep it clean</li><li>Polymer thumb-lock lever ensures an airtight seal</li><li>Aluminum barrel </li><li>Side mount bracket</li> </ul>"
q27000003627440AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123162AC8-0.jpg,44.95,gear,cycling,pumps,Topeak Mountain TT G Twin Turbo Minipump,,,"<ul> <li>TwinTurbo tech uses both strokes to compress air to deliver high pressure output, saving time and effort; 91cc volume per stroke</li><li>Pump head accommodates Presta, Schrader and Dunlop valves; integrated dust cap helps keep it clean</li><li>Polymer thumb-lock lever ensures an airtight seal</li><li>Aluminum barrel </li><li>Side mount bracket</li> </ul>"
q27000003627441AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123163A1Z-0.jpg,25,gear,cycling,tools,Muc-Off Wash Protect and Lube Kit,,,"<ul> <li>Nano Tech bike cleaner cuts through dirt and grime and applies easily using the 1-liter spray bottle</li><li>Nano Tech cleaner is biodegradable and free from acids, CFCs and solvents; it's also alkaline-based and safe on all surfaces, including disc brake rotors and brake pads</li><li>MO-94 spray effectively lubricates moving parts and leaves a lasting protective film to prevent dirt adhesion; it also drives out excess water to prevent rust and corrosion</li><li>Dry Lube is a durable, deep-penetrating, biodegradable chain lubricant and oil that's formulated to hold up in extreme conditions that would destroy ordinary chain lube</li><li>Dry Lube chain lubricant's PTFE formula has state-of-the-art penetrative qualities that ensure the lube is driven deep into each chain link's core</li><li>Kit includes a 1-liter Nano Tech bike cleaner pump spray, 400ml MO94 spray and 50ml bottle of Dry Lube</li> </ul>"
q27000003627442AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123164A1Z-0.jpg,16,gear,cycling,tools,Muc-Off Bio Grease - 5 fl. oz.,,,"<ul> <li>Biodegradable, ultra-slippery formula helps reduce friction and improve performance of moving parts</li><li>Resistant to water wash-off</li><li>Operating Temperature Range: -20°C; to 120°C</li><li>5 fl. oz. (150ml) volume</li> </ul>"
q27000003627443AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123165A1Z-0.jpg,15,gear,cycling,tools,Muc-Off Bio Degreaser,,,"<ul> <li>Quickly cleans built-up oil, grease and grime on metal, plastic, rubber and seals—even waterproof grease and chain lube residue</li><li>Water-soluble formula is biodegradable and allows for easy cleaning</li><li>Can be used on chains, gears, mechs and individual components</li> </ul>"
q27000003627500AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123180A1Z-0.jpg,24,gear,cycling,tools,Muc-Off Carbon Gripper Carbon Fibre Assembly Compound,,,"<ul> <li>Designed for mechanics and riders building their own bikes, this nonslip compound lowers clamping torque to decrease fatigue, internal fractures and shortened component life</li><li>Specifically designed for carbon fiber parts</li> </ul>"
q27000003627501AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123181AD5-0.jpg,25,gear,cycling,pumps,Bontrager Air Support Pump,,,<ul> <li>Intended for low and mid-volume pavement tires; inflates tires to 80 psi with little effort</li><li>Auto-select head locks securely onto Presta or Schrader valves; foldout lever securely locks pump head to valve</li><li>Easy-to-read pressure gauge puts information within view</li><li>Mounting bracket fits easily under bottle cage</li> </ul>
q27000003627503AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123183A1Z-0.jpg,6,gear,cycling,tools,Bontrager Comp MTB Brake Cable,,,<ul> <li>Compatible with most non-hydraulic brake systems on mountain bikes and city bikes alike</li><li>Prestretched stainless-steel cable includes a cable end cap</li> </ul>
q27000003627504AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123184A1Z-0.jpg,22,gear,cycling,tools,Bontrager Comp Shift Cable & Housing Set,,,"<ul> <li>Kit includes Comp shift ferrules, cable frame protectors and cable end caps</li><li>Rustproof, prestretched stainless-steel cables measure 2,300mm and 1,700mm long for front and rear shifting</li><li>3,200mm long compressionless housing comes prelubed</li><li>Compatible with Shimano and SRAM drivetrains</li> </ul>"
q27000003627505AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123185AC8-0.jpg,10,gear,cycling,tools,Bontrager Comp Multi-Tool,,,"<ul> <li>2, 2.5, 3, 4, 5, 6 and 8 hex wrenches</li><li>Phillips, flat and T25 star screwdrivers</li><li>Alloy sides create a sleek, lightweight design</li> </ul>"
q27000003627506AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123186AC8-0.jpg,30,gear,cycling,tools,Bontrager Elite Multi-Tool,,,"<ul> <li>Slim profile and ultralight aluminum alloy design make it easy to bring on any ride</li><li>Size 2, 2.5, 3, 4, 5, 6 and 8mm hex wrenches</li><li>Phillips, flat and T25 star screwdrivers</li><li>CNC-machined keys for lightweight durability</li> </ul>"
q27000003627507AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123187A9V-0.jpg,45,gear,cycling,pumps,Bontrager Air Support HP Pro S Pump,,,"<ul> <li>Extendable, hidden hose reduces stress at valve when pumping at higher pressures; threaded head securely locks onto Presta valves</li><li>Pump inflates up to 120 psi with little effort</li><li>Compact design fits snugly inside your jersey pocket</li><li>Mounting bracket fits easily under bottle cage</li> </ul>"
q27000003627508AAA,http://s3.amazonaws.com/northerntrailoutfitters.com/nto-gear/default/images/large/5123188AC8-0.jpg,35,gear,cycling,pumps,Bontrager Air Support HV MTB Pump,,,"<ul> <li>Durable pump has a large-volume chamber for higher-volume tires</li><li>Compact size easily fits into your hydration pack, or can be mounted under your bottle cage with the included bracket</li><li>Foldout lever securely locks pump head to valve</li><li>Reversible valve head fits both Presta and Schrader valves</li> </ul>"
